#Name (cmd = mergePeaks 03_motif/cluster_2_homer_VS_bgPeaks/bg.clean.pos 03_motif/cluster_2_homer_VS_bgPeaks/target.clean..pos -d given -cobound 1 -prefix 03_motif/cluster_2_homer_VS_bgPeaks/0.112137839970277.2.tmp)	chr	start	end	strand	stat	stat2	03_motif/cluster_2_homer_VS_bgPeaks/target.clean..pos
BG1576.22_r2	2	93457651	93459900	+	1.96	0.000	1576.22_r2,806.321,952.524_r4
BG1576.22_r3	8	4677101	4678400	+	3.27	0.000	4168.03_r2,1109.7_r10
BG2113.85_r1	11	32642301	32643200	+	5.63	0.000	2113.85_r1,686.024_r2
BG2113.85_r2	11	95258801	95260150	+	3.07	0.000	1507.39_r1,2113.85_r2
BG2113.85_r3	12	101975301	101976450	+	4.60	0.000	2113.85_r3,1202.21_r4
BG2113.85_r4	14	65112751	65114250	+	4.09	0.000	739.823_r7,653.356_r4,2113.85_r4
BG2113.85_r5	18	35849551	35850350	+	6.65	0.000	2113.85_r5
BG2113.85_r6	2	22805301	22806100	+	5.97	0.000	813.807_r4,2113.85_r6
BG2113.85_r7	3	87845501	87846950	+	4.09	0.000	2113.85_r7,2173.23_r1
BG2113.85_r8	6	28479751	28480750	+	4.09	0.000	2113.85_r8
BG656.595_r1	11	73047451	73048500	+	1.48	0.000	656.595_r1
BG656.595_r2	9	106438001	106438800	+	1.66	0.000	656.595_r2
BG1849.56_r1	2	166553251	166554300	+	3.51	0.000	1849.56_r1,873.863_r8,1738.81_r11
BG3070.77_r1	7	143007901	143010700	+	4.41	0.000	3070.77_r1,1559.82_r20
BG1495.16_r1	10	19591451	19592350	+	2.75	0.000	906.284,1053.54_r2,2003.04_r4,1512.34_r1
BG1495.16_r2	19	8819451	8820400	+	3.05	0.000	4133.94_r2,1322.43_r3
BG1495.16_r3	5	21255251	21256000	+	4.88	0.000	1004.6,972.167_r1,2025.4_r1
BG2122.37_r10	7	111122351	111123450	+	5.80	0.000	1202.21_r10,2122.37_r10
BG3094.06	1	91052701	91053950	+	5.97	0.000	3094.06,955.533
BG1217.73_r1	11	69672251	69673000	+	2.75	0.000	1217.73_r1
BG1217.73_r2	14	54232951	54233600	+	4.32	0.000	1217.73_r2
BG1217.73_r4	6	135363851	135364650	+	2.36	0.000	1217.73_r4,1576.86_r12
BG1217.73_r6	9	66126001	66126800	+	4.32	0.000	1909.28_r12,1176.04_r13
BG1748.02	10	111995451	111996900	+	3.54	0.000	1748.02,1645.05,677.856_r2
BG1445.55_r2	5	32148451	32148800	+	5.39	0.000	4602.73_r1
BG1445.55_r4	7	141058601	141059600	+	3.10	0.000	982.037_r2,2880.97_r3
BG1445.55_r5	X	8131801	8133150	+	2.78	0.000	1875.19_r18,1445.55_r5
BG1020.87	13	45871651	45872800	+	2.61	0.000	1020.87
BG2207.61_r1	11	109611151	109612100	+	5.80	0.000	1821.82
BG2207.61_r3	2	93460801	93462000	+	3.24	0.000	2207.61_r3
BG2207.61_r4	5	142920501	142921750	+	5.46	0.000	804.558_r11,2207.61_r4
BG2207.61_r5	7	135588251	135589450	+	4.09	0.000	2207.61_r5,759.526_r18,938.505_r1
BG2207.61_r6	9	40800551	40801750	+	4.77	0.000	841.195_r14,2207.61_r6,1178.44_r6
BG767.567_r1	12	106008451	106009050	+	2.03	0.000	1875.19_r4,767.567_r1
BG767.567_r3	14	25856901	25858050	+	1.11	0.000	767.567_r3,2838.35
BG767.567_r4	16	22857251	22857900	+	2.77	0.000	767.567_r4,800.36_r4
BG767.567_r5	17	71485651	71487250	+	1.66	0.000	1534.25_r12,751.359_r4,767.567_r5
BG767.567_r6	2	9866601	9867650	+	1.29	0.000	767.567_r6
BG767.567_r7	2	157137851	157138800	+	1.48	0.000	1608.89_r2,767.567_r7
BG767.567_r8	4	32126351	32127000	+	1.85	0.000	718.691_r11,767.567_r8,1593.91_r11
BG767.567_r9	5	23418151	23419200	+	1.48	0.000	2488.89_r4
BG998.762	13	81783101	81784000	+	2.22	0.000	998.762,669.689_r9
BG998.763	2	104848301	104849600	+	1.66	0.000	2540.03_r3,1380.21,998.763
BG684.337_r1	10	40348451	40349100	+	1.85	0.000	1592.55
BG684.337_r2	10	128303151	128303700	+	2.03	0.000	1696.19_r2
BG684.337_r3	11	69921401	69922250	+	1.85	0.000	2156.47_r2,684.337_r3,710.524_r1
BG684.337_r4	12	85629601	85630150	+	2.03	0.000	1960.42_r1,684.337_r4
BG684.337_r5	15	12204651	12205100	+	2.22	0.000	735.025_r4,684.337_r5
BG684.337_r6	15	74617951	74618750	+	1.11	0.000	684.337_r6
BG684.337_r7	15	74961451	74963100	+	0.740	0.000	684.337_r7
BG684.337_r8	16	36874951	36875850	+	1.29	0.000	849.363,684.337_r8
BG684.337_r9	16	91825651	91826800	+	1.29	0.000	1730.29_r5,684.337_r9
BG1142.06_r1	15	59761851	59763100	+	2.64	0.000	1142.06_r1,804.558_r3
BG1142.06_r2	18	80168701	80170400	+	1.51	0.000	1142.06_r2,1636.53_r4,792.193_r2
BG1142.06_r3	4	21727451	21728550	+	2.08	0.000	1142.06_r3
BG1142.06_r4	7	19926551	19928100	+	1.89	0.000	1142.06_r4
BG2190.56_r1	15	81300851	81301900	+	4.94	0.000	2190.56_r1
BG2190.56_r2	16	44745351	44746750	+	3.75	0.000	2190.56_r2
BG2190.56_r3	2	31060001	31061700	+	3.24	0.000	2190.56_r3,952.523_r5
BG2190.56_r4	3	115691751	115693050	+	4.43	0.000	2190.56_r4
BG2190.56_r5	3	131207851	131209100	+	4.26	0.000	2190.56_r5
BG2190.56_r7	4	134853301	134854500	+	3.41	0.000	2190.56_r7,1357.85_r4
BG2190.56_r8	4	155601051	155602450	+	4.09	0.000	2190.56_r8
BG2190.56_r9	7	19077701	19078500	+	6.48	0.000	1911.07_r2,1174.47_r5,2190.56_r9
BG2517.36	14	60712101	60712800	+	6.41	0.000	1365.03_r1
BG2378.08_r1	2	73385751	73387000	+	5.80	0.000	2378.08_r1,921.202_r1
BG2378.08_r2	3	96881701	96883000	+	3.75	0.000	1632.86,2378.08_r2
BG2378.08_r3	4	134116701	134118900	+	2.73	0.000	2378.08_r3
BG2378.08_r4	9	88522051	88523550	+	4.77	0.000	2378.08_r4
BG2378.08_r5	9	106169801	106171500	+	3.41	0.000	2378.08_r5,657.964_r6
BG844.551_r1	13	23531101	23532250	+	1.18	0.000	2361.03_r3,775.859_r2,844.551_r1
BG844.551_r2	14	52103601	52104750	+	2.75	0.000	931.032,844.551_r2,2037.14_r3,610.354_r6
BG844.551_r3	17	56276851	56277550	+	2.55	0.000	2227.48
BG844.551_r4	2	39190251	39191200	+	2.36	0.000	844.551_r4,656.594_r8
BG844.551_r5	2	144167251	144168250	+	2.16	0.000	844.551_r5
BG844.551_r6	4	129731251	129732450	+	1.77	0.000	1943.38_r4,844.551_r6,718.691_r12
BG1314.88_r2	15	78922901	78923900	+	3.10	0.000	1314.88_r2,1645.05_r3
BG1314.88_r4	17	28522251	28523100	+	4.74	0.000	1314.88_r4
BG1314.88_r5	2	117446751	117447650	+	2.78	0.000	2540.03_r4,924.974_r4,1314.88_r5
BG1314.88_r7	7	45433701	45434900	+	3.59	0.000	1314.88_r7,804.558_r14
BG665.84	10	77366351	77367050	+	2.22	0.000	665.84,1670.62_r2
BG2948.27	1	138191351	138192550	+	4.74	0.000	1142.06
BG776.815_r1	1	128766951	128768250	+	1.29	0.000	2028.61,767.693,776.815_r1
BG776.815_r2	10	67537351	67537800	+	2.77	0.000	792.194_r1,776.815_r2
BG776.815_r3	11	54787301	54788050	+	2.22	0.000	776.815_r3
BG776.815_r4	14	121408551	121409450	+	1.48	0.000	776.815_r4
BG776.815_r5	17	27342151	27342900	+	1.85	0.000	1796.73_r3,776.815_r5,2003.04_r10
BG776.815_r6	17	28211301	28212450	+	1.29	0.000	776.815_r6
BG776.815_r7	18	70631851	70632500	+	2.22	0.000	776.815_r7
BG776.815_r8	3	8923301	8923950	+	2.22	0.000	776.815_r8
BG776.815_r9	3	9853201	9854050	+	2.40	0.000	1559.82_r12,776.815_r9
BG1004.6	5	21253951	21256050	+	1.59	0.000	1004.6,972.167_r1,2025.4_r1
BG1227.55_r1	11	11556551	11558200	+	2.36	0.000	1227.55_r1,1248.45
BG1227.55_r2	14	54492401	54493450	+	3.14	0.000	1227.55_r2,656.593_r6
BG1227.55_r3	15	85981701	85982700	+	3.14	0.000	5395.42,1128.23_r3
BG1227.55_r4	17	56078901	56079800	+	2.36	0.000	896.659_r4
BG1227.55_r5	2	32493351	32494150	+	2.95	0.000	1217.57_r7,1500.15_r11,869.293_r6,1227.55_r5
BG1227.55_r6	2	53190951	53191950	+	1.96	0.000	2608.22_r2,1227.55_r6,1020.87_r5
BG1227.55_r7	4	150924151	150925500	+	2.75	0.000	1104.31_r5
BG1227.55_r8	6	127581901	127583050	+	3.34	0.000	1227.55_r8,1098.48_r9
BG1227.55_r9	8	106054051	106054750	+	3.14	0.000	735.025_r21
BG610.356_r1	14	65102101	65103050	+	1.11	0.000	610.356_r1,2446.27,628.855_r9
BG610.356_r2	4	150808251	150808800	+	1.48	0.000	824.91_r3,1687.67_r14,610.356_r2
BG610.356_r3	9	40448451	40449350	+	1.11	0.000	610.356_r3
BG5395.42	15	85981401	85983750	+	11.3	0.000	5395.42,1128.23_r3
BG1568.05	1	132010501	132011550	+	2.94	0.000	1642.3
BG1568.34	1	85997851	85998550	+	3.75	0.000	1110.71,1568.34
BG2180.57_r1	15	66445301	66446400	+	4.25	0.000	2180.57_r1
BG2983.25	7	111082201	111083550	+	7.16	0.000	1170.38_r2
BG2983.26	11	83534101	83536150	+	4.09	0.000	2983.26,1404.31,1437.38_r1,878.541_r1
BG1600.72_r1	14	61172451	61173750	+	2.75	0.000	2066.24_r1
BG1600.72_r5	16	92620801	92621550	+	4.08	0.000	1075.99_r2
BG1600.72_r6	2	101755501	101756650	+	4.25	0.000	1600.72_r6
BG2139.42	1	86582151	86583150	+	3.58	0.000	2139.42,1054.25_r1
BG648.143	14	120477401	120478450	+	1.37	0.000	702.357_r6,648.143,1449.01_r6
BG648.144	1	40469851	40470600	+	1.96	0.000	648.144
BG1798.48_r1	11	68452001	68453400	+	3.07	0.000	1798.48_r1
BG1798.48_r2	13	33001001	33002000	+	3.75	0.000	1798.48_r2,697.246_r2
BG1798.48_r3	2	9593651	9594600	+	4.26	0.000	1798.48_r3,686.024_r8
BG1798.48_r4	2	163228851	163229250	+	6.65	0.000	859.788_r2,813.806_r8,1798.48_r4,661.523_r13
BG1798.48_r5	5	53994101	53995450	+	3.07	0.000	1798.48_r5,1078.04_r8
BG1798.48_r6	6	13677301	13678750	+	5.11	0.000	1798.48_r6,707.066_r5,767.693_r14
BG1798.48_r7	8	120563101	120564900	+	2.56	0.000	1798.48_r7,898.364_r11,693.584_r8
BG1798.48_r8	X	48623401	48624050	+	4.43	0.000	1020.87_r16,1798.48_r8
BG1508.67_r1	1	138939251	138940300	+	4.43	0.000	1508.67_r1
BG1508.67_r2	10	98779601	98780300	+	5.28	0.000	1508.67_r2
BG1508.67_r3	11	49981051	49982150	+	4.09	0.000	1508.67_r3
BG1508.67_r4	13	23555051	23556600	+	3.41	0.000	1508.67_r4
BG1508.67_r5	16	32608351	32609450	+	3.24	0.000	1508.67_r5
BG1508.67_r6	5	115844751	115845300	+	5.11	0.000	1508.67_r6,730.575_r5
BG1508.67_r7	6	41541201	41542100	+	4.43	0.000	1508.67_r7
BG1508.67_r8	7	12949451	12950450	+	4.26	0.000	1508.67_r8,694.191_r6
BG1508.67_r9	7	143829551	143830250	+	4.26	0.000	1508.67_r9,1069.87_r10
BG2337.25	15	76350451	76351850	+	5.30	0.000	1812.2
BG804.558_r1	11	99024001	99024650	+	3.33	0.000	804.558_r1,882.03_r5
BG804.558_r2	12	98258551	98259450	+	2.22	0.000	804.558_r2,1423.44_r7
BG804.558_r3	15	59761901	59763050	+	1.29	0.000	1142.06_r1,804.558_r3
BG804.558_r4	15	103152601	103153200	+	2.77	0.000	628.504_r1,804.558_r4
BG804.558_r5	17	25224401	25225500	+	1.66	0.000	1525.72_r4,804.558_r5
BG804.558_r6	19	17264701	17265450	+	1.66	0.000	804.558_r6
BG804.558_r7	19	37110401	37111250	+	2.03	0.000	804.558_r7
BG804.558_r8	4	140944901	140945900	+	1.85	0.000	2458.25
BG804.558_r9	5	3152001	3152750	+	2.22	0.000	804.558_r9
BG1576.86_r10	6	125241001	125242000	+	3.58	0.000	1576.86_r10
BG1576.86_r11	6	128888551	128890100	+	2.90	0.000	1404.72,1576.86_r11,804.558_r13
BG1576.86_r12	6	135364051	135364950	+	3.92	0.000	1217.73_r4,1576.86_r12
BG1576.86_r13	X	8251301	8252750	+	3.07	0.000	1576.86_r13,647.345_r13
BG721.328_r1	1	172548201	172549050	+	1.48	0.000	721.328_r1
BG721.328_r2	14	121954651	121955400	+	1.85	0.000	1190.02_r4,2188.74,2574.12,721.328_r2
BG721.328_r3	15	27596601	27597450	+	1.48	0.000	1440.48,775.86_r11,721.328_r3
BG721.328_r4	15	76350651	76351600	+	1.48	0.000	1812.2
BG721.328_r5	17	20944101	20945550	+	1.85	0.000	721.328_r5,800.361_r8
BG721.328_r6	2	23067451	23068550	+	1.29	0.000	721.328_r6,934.414_r1
BG721.328_r7	3	88335901	88336550	+	1.85	0.000	2062.71_r6,721.328_r7
BG721.328_r9	4	40837901	40839100	+	1.11	0.000	1730.29_r10,721.328_r9
BG4602.73_r1	5	32147701	32149850	+	11.3	0.000	4602.73_r1
BG2514.46_r1	10	88427851	88428450	+	10.2	0.000	833.028,2514.46_r1
BG2514.46_r2	10	111298451	111299550	+	8.35	0.000	2514.46_r2
BG2514.46_r3	17	35836301	35837550	+	6.99	0.000	2514.46_r3,1109.7_r5,661.523_r8
BG2514.46_r4	8	34154401	34155400	+	4.09	0.000	2514.46_r4,686.023_r16
BG2352.51_r2	2	29668801	29670100	+	5.11	0.000	2352.51_r2
BG2352.51_r3	4	109201551	109202300	+	6.14	0.000	2352.51_r3,726.707_r5,1109.74_r7
BG2352.51_r4	6	87037651	87039200	+	3.41	0.000	2352.51_r4,961.77_r3
BG2352.51_r5	8	120716051	120717500	+	5.63	0.000	1451.9_r4,2352.51_r5
BG1289.68	15	62169201	62170450	+	2.81	0.000	1276.65_r1,962.728
BG1858.14_r10	8	128480951	128481550	+	6.14	0.000	1858.14_r10
BG2433.75_r1	12	85280101	85281500	+	5.88	0.000	2433.75_r1
BG2433.75_r2	2	144527001	144528000	+	6.53	0.000	1122.99,2433.75_r2
BG972.217_r1	8	22807951	22809050	+	1.77	0.000	2045.66_r11,972.217_r1
BG2608.22_r1	18	37925701	37926550	+	5.28	0.000	1045.37_r10,906.284_r9,2608.22_r1
BG2608.22_r2	2	53190751	53192150	+	3.41	0.000	2608.22_r2,1227.55_r6,1020.87_r5
BG2608.22_r4	7	75880651	75882300	+	5.46	0.000	2608.22_r4
BG2608.22_r5	7	127587851	127589000	+	5.46	0.000	2608.22_r5
BG826.149_r2	5	111178301	111178900	+	2.38	0.000	982.036_r2,826.149_r2
BG826.149_r3	7	4739451	4741400	+	1.32	0.000	3375.34_r3,826.149_r3,1020.87_r12,934.027_r6
BG4133.94_r2	19	8818301	8820150	+	9.03	0.000	4133.94_r2,1322.43_r3
BG4133.94_r3	3	106787701	106790500	+	4.94	0.000	4133.94_r3,1274.04_r5
BG2591.17_r1	14	77864151	77865800	+	3.58	0.000	2591.17_r1,804.559_r2,898.364_r4
BG2591.17_r2	15	59647601	59648850	+	4.43	0.000	1265.88_r4
BG2591.17_r3	2	30123851	30125150	+	6.82	0.000	963.7_r5
BG2591.17_r4	5	33038351	33039850	+	4.09	0.000	2591.17_r4,1155.97_r4
BG648.143_r1	2	168582751	168583500	+	1.37	0.000	648.143_r1
BG710.524_r1	11	69921451	69922050	+	2.29	0.000	2156.47_r2,684.337_r3,710.524_r1
BG710.524_r2	11	70790401	70791600	+	1.80	0.000	3213.39_r1,710.524_r2
BG710.524_r3	12	4082651	4083300	+	2.45	0.000	710.524_r3
BG710.524_r4	12	25359351	25360400	+	1.14	0.000	710.524_r4
BG710.524_r5	12	110888801	110889700	+	1.47	0.000	710.524_r5
BG710.524_r6	15	74933951	74934700	+	2.45	0.000	710.524_r6,2386.61
BG710.524_r7	16	55787001	55788000	+	1.63	0.000	710.524_r7
BG710.524_r8	17	56276851	56277600	+	1.31	0.000	2227.48
BG710.524_r9	2	117389901	117391050	+	1.31	0.000	710.524_r9
BG1934.86_r1	5	124327601	124328200	+	6.82	0.000	873.863_r10
BG1731.39	1	71101551	71103750	+	2.45	0.000	1104.31,1620.36,1646.11
BG1994.52_r10	4	129573101	129574100	+	4.77	0.000	1994.52_r10,808.527_r8
BG1994.52_r12	5	34572951	34574100	+	4.60	0.000	952.576_r2
BG1994.52_r13	5	100429101	100430150	+	4.26	0.000	1294.69_r6,1994.52_r13,842.241_r1
BG1994.52_r14	5	135632051	135633500	+	2.90	0.000	1994.52_r14
BG1994.52_r15	6	31080251	31082150	+	2.90	0.000	1994.52_r15,800.36_r12
BG1994.52_r16	7	41633001	41634150	+	4.26	0.000	1994.52_r16
BG1994.52_r17	7	101634101	101635050	+	3.92	0.000	1994.52_r17,1129.34_r5
BG1994.52_r18	8	116905251	116906600	+	4.26	0.000	925.287,1170.38_r3,1994.52_r18,1053.54_r12
BG955.532	1	88701301	88702600	+	1.31	0.000	955.532
BG955.533	1	91052851	91054200	+	2.29	0.000	3094.06,955.533
BG712.08	1	34439451	34439900	+	2.40	0.000	1858.14,1657.89,712.08
BG1653.57_r1	18	34953801	34955250	+	2.73	0.000	684.338,1653.57_r1
BG1653.57_r2	8	84104001	84105400	+	3.07	0.000	1653.57_r2
BG857.53_r1	16	49855751	49857300	+	1.31	0.000	857.53_r1
BG857.53_r2	17	31840251	31840900	+	1.96	0.000	3707.76,767.568_r3,857.53_r2,864.192_r3
BG857.53_r3	17	84855401	84856300	+	2.12	0.000	1704.72_r13,1311.95_r1,857.53_r3
BG857.53_r4	5	36581901	36582450	+	2.45	0.000	859.195_r1,1610.96_r16,1748.02_r2,857.53_r4
BG857.53_r5	5	142440451	142442250	+	0.980	0.000	2454.79_r3,857.53_r5
BG857.53_r6	7	18910001	18910650	+	3.43	0.000	1943.38_r6,857.53_r6
BG857.53_r7	8	105266351	105267500	+	1.96	0.000	857.53_r7
BG857.53_r8	8	120716151	120717050	+	2.12	0.000	1451.9_r4,2352.51_r5
BG857.53_r9	9	53609951	53610500	+	2.12	0.000	857.53_r9
BG4440.79	9	69033701	69035100	+	13.3	0.000	1551.62_r1
BG1917.81_r10	2	92433751	92434600	+	6.31	0.000	1100.49_r9,1053.54_r7,1917.81_r10
BG1917.81_r11	5	134688251	134689200	+	5.28	0.000	1917.81_r11
BG1917.81_r12	6	39204901	39205900	+	5.80	0.000	1917.81_r12,1078.04_r9
BG1917.81_r13	6	129284251	129285450	+	4.60	0.000	1081.99_r6,1917.81_r13
BG1021.32	10	96370901	96371850	+	2.95	0.000	1021.32
BG767.568_r1	14	70599301	70600100	+	1.48	0.000	767.568_r1
BG767.568_r2	16	78576901	78577800	+	2.40	0.000	767.568_r2
BG767.568_r3	17	31840001	31841000	+	1.29	0.000	3707.76,767.568_r3,857.53_r2,864.192_r3
BG767.568_r4	19	18602851	18603700	+	1.29	0.000	767.568_r4,637.022_r19
BG767.568_r5	2	119897151	119897650	+	2.77	0.000	857.529_r7,767.568_r5,1551.29_r12
BG767.568_r6	4	44755601	44756550	+	1.66	0.000	767.568_r6,765.989_r2
BG767.568_r7	5	124552601	124553350	+	1.48	0.000	767.568_r7
BG1516.64	1	161766551	161767700	+	2.96	0.000	4500.45
BG1630.18_r1	4	40853651	40854700	+	2.75	0.000	1017.82
BG684.338_r1	2	30252801	30253750	+	1.11	0.000	3008.83,684.338_r1
BG684.338_r2	2	68978751	68979400	+	1.48	0.000	684.338_r2
BG684.338_r3	6	8736301	8736950	+	2.22	0.000	1610.96_r17,684.338_r3
BG702.832_r10	2	93187351	93188000	+	2.03	0.000	702.832_r10
BG702.832_r11	2	120976551	120977500	+	1.29	0.000	702.832_r11
BG702.832_r12	2	157006201	157007100	+	1.48	0.000	702.832_r12
BG702.832_r13	3	36853851	36854550	+	1.66	0.000	702.832_r13,873.862_r1
BG702.832_r14	4	129818851	129820300	+	0.925	0.000	702.832_r14
BG702.832_r15	5	135186751	135187600	+	2.03	0.000	1846.23_r1,702.832_r15
BG702.832_r16	7	66197501	66197950	+	2.03	0.000	751.359_r14,702.832_r16
BG702.832_r17	7	140856801	140857500	+	2.03	0.000	1423.44_r24,702.832_r17,1021.32_r14
BG702.832_r18	8	106337851	106338300	+	2.59	0.000	702.832_r18,1585.39_r18
BG702.832_r19	9	50658951	50660050	+	2.03	0.000	702.832_r19
BG702.832_r20	X	7898751	7899700	+	1.66	0.000	702.832_r20,1841.1_r2
BG702.832_r21	X	140519851	140520950	+	1.66	0.000	702.832_r21
BG1909.28_r1	13	23739251	23740550	+	4.94	0.000	1306.71_r4,1266.31_r1
BG1909.28_r3	15	64021451	64022450	+	4.60	0.000	1909.28_r3
BG1909.28_r4	15	78450001	78450700	+	5.28	0.000	1323.05
BG1909.28_r5	3	86837101	86837950	+	5.11	0.000	1909.28_r5,675.09_r8
BG1909.28_r6	4	150238551	150240350	+	3.07	0.000	1909.28_r6
BG1909.28_r7	5	23386401	23387600	+	3.07	0.000	1909.28_r7
BG1909.28_r8	7	19344451	19345450	+	3.41	0.000	1909.28_r8,890.197_r10,693.584_r6
BG1909.28_r9	7	113367851	113370200	+	2.05	0.000	1909.28_r9,1363.88_r10
BG1747.33_r1	17	35763101	35764750	+	2.56	0.000	1747.33_r1
BG1747.33_r2	3	21965301	21966300	+	5.97	0.000	1747.33_r2
BG1747.33_r3	5	92042201	92043500	+	3.41	0.000	1747.33_r3,1298.54_r6
BG1747.33_r4	5	148489301	148490250	+	3.92	0.000	1747.33_r4,808.527_r10
BG1747.33_r5	6	31201001	31202300	+	3.92	0.000	1747.33_r5
BG1747.33_r6	X	103493351	103494500	+	3.41	0.000	841.195_r15,1747.33_r6
BG1551.29	1	128416401	128417550	+	3.07	0.000	1551.29
BG1551.72	4	133584001	133584850	+	3.59	0.000	1551.72
BG844.552_r1	19	6127751	6128650	+	1.96	0.000	1704.72_r14,844.552_r1,1137.48_r6
BG4295.89	3	93505301	93506900	+	13.0	0.000	1264.76_r1
BG1757.85_r1	3	115815351	115816950	+	2.16	0.000	1664.6_r1,1757.85_r1
BG1883.71	1	80754301	80755850	+	3.58	0.000	1883.71,765.989,686.024_r1
BG2122.37	1	65177601	65179500	+	2.73	0.000	1506.9,2122.37,972.166
BG1951.9_r2	15	5116101	5117050	+	4.43	0.000	1951.9_r2,687.426_r3
BG1951.9_r4	2	58156501	58158200	+	4.09	0.000	1951.9_r4,661.523_r11
BG1951.9_r5	3	88521701	88523150	+	3.92	0.000	1135.21_r3,1951.9_r5,739.823_r17
BG1951.9_r6	3	115673101	115674400	+	3.07	0.000	1951.9_r6
BG1951.9_r7	5	62858101	62858800	+	4.43	0.000	1216.87_r4
BG1951.9_r8	5	124439401	124440600	+	5.11	0.000	1012.7_r11,1951.9_r8,989.514_r11,667.785_r8
BG1951.9_r9	6	41113051	41114000	+	5.63	0.000	1951.9_r9
BG1008.01_r1	11	71019151	71019900	+	1.85	0.000	1632.47_r1
BG1008.01_r2	11	75630501	75631300	+	2.22	0.000	1008.01_r2,1832.57_r2
BG1008.01_r3	11	119928251	119928800	+	3.14	0.000	2846.88_r2
BG1008.01_r4	12	83520101	83520850	+	2.77	0.000	1008.01_r4,637.022_r9
BG1008.01_r7	16	38522701	38523550	+	2.03	0.000	792.195,1008.01_r7
BG1008.01_r8	17	56276651	56277600	+	2.59	0.000	2227.48
BG1008.01_r9	19	53423401	53425050	+	2.03	0.000	2221.41,1008.01_r9,2531.5,1205.28_r4
BG1257.71_r1	14	70350701	70351800	+	1.96	0.000	874.012_r2,1257.71_r1
BG1257.71_r2	16	8829501	8830450	+	3.76	0.000	1926.33_r3,1257.71_r2
BG1257.71_r3	16	93552851	93553900	+	2.94	0.000	1257.71_r3
BG1257.71_r4	17	88111601	88112900	+	1.96	0.000	5787.52,1257.71_r4,656.594_r6
BG1257.71_r5	19	46304201	46306200	+	3.10	0.000	1653.58_r7,1128.23_r6,1257.71_r5
BG1257.71_r6	5	66165251	66166550	+	1.80	0.000	1257.71_r6
BG1257.71_r7	5	149636351	149636800	+	3.59	0.000	1601.95,1276.19
BG1257.71_r8	9	61669401	61670400	+	3.10	0.000	1209.48,3545.81_r2
BG2949.16	8	84846651	84848300	+	7.84	0.000	2949.16,1135.21_r9
BG2221.41	19	53423301	53424850	+	2.61	0.000	2221.41,1008.01_r9,2531.5,1205.28_r4
BG982.616_r1	19	3943201	3944050	+	1.75	0.000	1198.09_r1,2497.41_r3,982.616_r1
BG1011.5	1	86005851	86006850	+	2.55	0.000	1265.88,1349.71,878.54,2309.89,1011.5
BG869.292_r1	16	55934501	55935700	+	2.22	0.000	1038.24_r2,869.292_r1
BG869.292_r2	17	86507501	86508450	+	2.03	0.000	1135.21_r1,869.292_r2
BG869.292_r3	2	68435451	68436600	+	1.66	0.000	869.292_r3,1704.72_r15
BG869.292_r4	4	132510301	132510950	+	2.22	0.000	1804.9_r3,869.292_r4
BG869.292_r5	5	3494251	3495000	+	2.59	0.000	869.292_r5
BG869.292_r7	6	145104451	145105450	+	2.03	0.000	2156.47_r10,869.292_r7,677.605_r10
BG869.292_r8	X	36980701	36981400	+	1.85	0.000	956.295
BG786.062_r1	1	169968901	169969850	+	2.03	0.000	786.062_r1,2011.57_r1
BG786.062_r3	11	98773501	98774250	+	2.22	0.000	786.062_r3
BG786.062_r4	12	8499701	8500800	+	2.03	0.000	786.062_r4
BG786.062_r5	12	87388051	87388900	+	2.03	0.000	786.062_r5
BG786.062_r6	12	107128401	107129650	+	2.03	0.000	786.062_r6,2164.99_r1
BG786.062_r7	15	38100951	38101250	+	2.77	0.000	786.062_r7
BG786.062_r8	16	46009801	46010250	+	3.14	0.000	786.062_r8
BG786.062_r9	19	6398801	6399100	+	2.96	0.000	2855.4_r2,786.062_r9
BG1012.7	1	52040651	52041500	+	2.45	0.000	786.063_r1,1012.7
BG776.816_r1	7	114479751	114480850	+	1.48	0.000	1011.5_r14
BG2821.31_r2	7	25237001	25238900	+	4.60	0.000	2821.31_r2
BG2821.31_r3	7	128237201	128238950	+	3.75	0.000	2821.31_r3,934.028,792.193_r8,1620.36_r4
BG1237.37	13	113635451	113637050	+	1.18	0.000	1237.37
BG824.861_r1	11	68967551	68968200	+	2.45	0.000	2284.32_r1,824.861_r1
BG824.861_r2	13	23762001	23762800	+	2.45	0.000	824.861_r2
BG824.861_r3	13	81657601	81658300	+	2.78	0.000	824.861_r3
BG824.861_r4	16	4878701	4879250	+	2.94	0.000	4381.12
BG824.861_r5	17	51814351	51815150	+	2.12	0.000	779.885,1764.38_r12,824.861_r5
BG824.861_r6	17	71002201	71002950	+	1.80	0.000	1457.53_r8,824.861_r6
BG824.861_r7	18	65415551	65416400	+	1.47	0.000	1730.29_r7,824.861_r7,675.089_r10
BG824.861_r8	3	115675301	115676400	+	2.45	0.000	2071.23_r7,824.861_r8
BG824.861_r9	5	77139501	77140700	+	2.12	0.000	824.861_r9,1977.47_r11
BG3528.76_r2	3	88137301	88139200	+	5.46	0.000	3528.76_r2
BG3528.76_r3	8	4165701	4166600	+	8.35	0.000	4148.81
BG1054.25_r1	1	86582201	86582900	+	3.70	0.000	2139.42,1054.25_r1
BG1054.25_r2	1	88654851	88656000	+	2.22	0.000	1472.41,1054.25_r2
