#Name (cmd = mergePeaks 03_motif/cluster_1_homer_VS_bgPeaks/bg.clean.pos 03_motif/cluster_1_homer_VS_bgPeaks/target.clean..pos -d given -cobound 1 -prefix 03_motif/cluster_1_homer_VS_bgPeaks/0.00906655106610188.2.tmp)	chr	start	end	strand	stat	stat2	03_motif/cluster_1_homer_VS_bgPeaks/target.clean..pos
BG1960.43_r4	17	48409501	48410100	+	5.97	0.000	874.012_r4,1960.43_r4
BG1960.43_r5	7	46795251	46796050	+	4.60	0.000	1584.39_r3,1960.43_r5
BG4347.03_r1	2	166664851	166667350	+	8.18	0.000	1190.02_r8
BG4347.03_r2	7	28780201	28781950	+	7.33	0.000	4347.03_r2,2809.43,924.778,1571.44_r1
BG4347.03_r3	8	84126851	84127950	+	8.35	0.000	1174.77_r6,4347.03_r3,1349.71_r3,1365.03_r3,1137.48_r12
BG4347.03_r4	9	21287051	21289150	+	7.84	0.000	4347.03_r4,1144.25_r8,1008.01_r20,2258.69
BG971.866_r3	11	117780601	117781200	+	2.94	0.000	1054.25_r6,775.809_r1
BG971.866_r5	19	4811401	4812050	+	3.59	0.000	739.823_r12,2923.59_r1,971.866_r5,1083.23_r3
BG971.866_r8	4	120974451	120975750	+	1.47	0.000	971.866_r8,1283.64_r3,2795.74_r1,1315.93_r3,1054.25_r15
BG971.866_r9	7	138845701	138846500	+	2.78	0.000	1414.91_r1,1693.5,1602.43_r12,971.866_r9
BG1047.68_r1	13	113828551	113829600	+	2.08	0.000	1241.38_r3,3844.14,1418.87_r2,1047.68_r1,824.91
BG1029.03_r8	19	18618951	18619850	+	2.29	0.000	3844.14_r1,1029.03_r8
BG1029.03_r9	3	52498501	52499600	+	1.96	0.000	1442.66_r5
BG3315.67_r1	2	167363101	167364050	+	10.9	0.000	784.027_r14
BG1772.23_r3	X	74243651	74244600	+	4.57	0.000	1772.23_r3,1345.39_r7
BG3673.66	11	71019001	71020400	+	7.33	0.000	841.195_r3,3673.66,1008.01_r1,805.27
BG1132.62_r1	15	78591201	78592850	+	1.51	0.000	1132.62_r1,1001.68_r3,971.867_r3
BG1132.62_r2	17	57289701	57291350	+	1.89	0.000	1132.62_r2,2188.74_r1,841.548
BG1132.62_r3	4	120570001	120571100	+	1.51	0.000	1421.05_r4,2412.18_r2,684.336_r2
BG1132.62_r4	7	74689701	74690900	+	2.64	0.000	2880.97_r2,1136.78,1590.62_r3
BG1491.29_r1	16	55636501	55637650	+	3.21	0.000	4884.01,1461.88_r3,1021.32_r4,1491.29_r1,1693.49_r1
BG1298.54_r1	11	96441451	96442050	+	3.76	0.000	4329.98,2160.48_r1,1035.75_r3,1298.54_r1,1190.02_r2
BG1298.54_r2	14	21052151	21052800	+	4.25	0.000	3375.34,1322.44_r1,1510.41_r2,1298.54_r2
BG1298.54_r3	2	29631951	29632600	+	3.27	0.000	1541.8_r2,3912.32_r2,1072.74_r3,1298.54_r3
BG1298.54_r8	7	118243601	118245050	+	2.94	0.000	1926.33_r9,1178.44_r5,1192.97_r7
BG1298.54_r9	8	124317351	124318150	+	3.10	0.000	1298.54_r9,1008.01_r19,1905.15_r2
BG4739.11	9	109930951	109932250	+	10.4	0.000	4739.11,647.346_r29,1247.19_r1,1853.9_r2,1479.9_r2
BG832.302_r6	13	95712601	95713150	+	2.77	0.000	2130.9_r5,832.302_r6,1037.46_r3
BG832.302_r9	16	93552251	93553650	+	1.11	0.000	832.302_r9,2693.45_r3,932.934_r1
BG922.865	1	165460301	165461600	+	1.96	0.000	922.865,1414.92,923.114
BG1198.69_r2	8	34215051	34217300	+	1.13	0.000	1585.39_r17,1139.16_r10,1396.42_r5,1113.74_r16
BG1198.69_r3	8	71272551	71273700	+	1.70	0.000	914.698_r17,3707.76_r1
BG3196.34	11	75678751	75679650	+	9.38	0.000	767.693_r3,3196.34
BG3409.43_r1	18	60499601	60500950	+	7.16	0.000	1216.88,1148.98_r3,3409.43_r1
BG1641.56_r1	7	114479601	114480500	+	5.23	0.000	1641.56_r1,776.816_r1,3989.03
BG1355.21	13	41486951	41487550	+	4.71	0.000	1698.93_r1,1968.23,1229.96_r1,1355.21,1632.47_r3
BG1167.87_r2	13	113580101	113580600	+	4.57	0.000	4696.49,2356.89,2242.74_r1,1183.72,1167.87_r2
BG1167.87_r4	19	43674701	43676000	+	3.10	0.000	3452.05_r2,1167.87_r4,887.79_r1
BG1167.87_r6	5	113539251	113540100	+	3.43	0.000	1167.87_r6
BG1167.87_r7	6	37821401	37822200	+	4.25	0.000	1167.87_r7,2429.22_r2,989.513
BG1167.87_r8	6	114918101	114918800	+	2.94	0.000	2710.5_r3,1167.87_r8
BG1122.99	2	144525901	144527950	+	1.58	0.000	2343.99_r2,1556.18_r1
BG912.07	5	139166651	139167600	+	2.25	0.000	912.07,2386.6_r12,1235.79_r7,890.197_r8
BG1617.05	6	71632901	71633500	+	4.41	0.000	3554.33,1021.32_r12,1617.05
BG1617.06	10	127162201	127163550	+	3.92	0.000	1617.06,1306.11_r2,924.779_r1
BG1617.21	15	76196601	76198050	+	2.14	0.000	4031.65_r1,1976.4_r1
BG1708.75_r1	10	79907951	79909350	+	2.75	0.000	1708.75_r1,1078.04,1798.48,1767.67_r1,2006.77
BG10236.8	4	32248251	32251550	+	18.1	0.000	2989.1,2126.99,1009.92_r3,2602.4,1220.54_r3
BG686.024_r10	3	105894701	105895450	+	1.80	0.000	3358.29_r3,1453.53_r1,686.024_r10,1377.92_r4
BG2151.2_r1	10	82899851	82900400	+	6.10	0.000	1807,2151.2_r1,726.706_r1
BG1553.63	11	120672951	120674600	+	2.96	0.000	1984.57_r1,5412.47,1689.1_r2,2807.23
BG1885.51	4	129810901	129811900	+	4.32	0.000	1885.51,2565.6_r4,998.761_r2
BG784.027_r11	17	83707501	83709250	+	0.980	0.000	3196.34_r1,1146.73_r1
BG784.027_r14	2	167363101	167363900	+	1.63	0.000	784.027_r14
BG784.027_r18	5	43824151	43824900	+	2.78	0.000	784.027_r18
BG784.027_r19	5	145203801	145204750	+	1.63	0.000	1128.23_r11,1559.82_r17,1060.6_r5,784.027_r19
BG686.024_r2	11	32642401	32643650	+	1.63	0.000	758.319_r3
BG686.024_r4	16	36985501	36986000	+	2.12	0.000	3324.2_r4,1274.2_r1,2364.79_r1,656.593_r8,686.024_r4
BG1984.57	11	69098701	69099850	+	5.55	0.000	1692.35,3750.38_r1
BG869.294_r2	11	6444201	6444750	+	2.77	0.000	775.808,759.525,869.294_r2
BG2829.83_r2	17	3556901	3558300	+	3.58	0.000	2829.83_r2,1363.88_r3,938.505
BG2829.83_r4	7	19227501	19228950	+	5.97	0.000	1424.16_r4,1274.04_r8
BG2829.83_r5	8	94601201	94602400	+	4.43	0.000	1266.83_r8,980.266_r5
BG3801.52	4	109000151	109001150	+	8.52	0.000	2098.91_r1,841.55_r4,826.149_r1,3801.52,2074.91_r1,1315.93_r2
BG786.064_r1	4	59260501	59261700	+	1.66	0.000	786.064_r1,1414.13,1208.71_r4,1960.42_r2,1693.49_r2
BG6708.07	9	64796851	64798250	+	19.4	0.000	2188.74_r3,6708.07,1766.33_r2,1388.36_r5,1993.53
BG1239.21	15	103258101	103259000	+	2.03	0.000	2940.64,669.689_r10,1239.21
BG2654.67	6	129746851	129748600	+	3.05	0.000	3470.95,2654.67,1701.59_r1,7031.96,2425.63
BG2817.59	9	106891301	106893150	+	5.88	0.000	1724.01_r5,2817.59,1063.5_r12,5045.96,2445.27_r1
BG3008.83_r1	2	122651701	122652950	+	5.97	0.000	3008.83_r1,686.023_r8,1001.68_r7
BG5165.29	9	69297551	69298700	+	17.9	0.000	5165.29,2090.17_r2
BG1313.19_r1	11	20542701	20543250	+	4.44	0.000	1313.19_r1,2693.45_r2
BG1313.19_r2	19	53460601	53461850	+	2.03	0.000	1313.19_r2,1806.95,4824.35,2227.48_r1,1747.73_r1
BG1313.19_r3	8	94447401	94448800	+	1.66	0.000	2386.6_r15,707.067_r3,1102.54_r12
BG2753.12	11	83639701	83641000	+	6.14	0.000	808.527_r2
BG5497.71	17	23980001	23980700	+	16.7	0.000	1225.04_r3,1090.06_r4,5497.71
BG4560.12_r1	17	56997101	56997950	+	13.8	0.000	1355.21_r3,1706.89_r3,1026.51_r4,4560.12_r1
BG1730.29_r20	8	106054001	106055050	+	3.92	0.000	1730.29_r20,1227.55_r9,656.594_r19
BG1274.04	1	161734251	161735100	+	3.92	0.000	1739.27,1137.48_r1,1274.04
BG1559.82_r17	5	145203801	145204500	+	4.26	0.000	1128.23_r11,1559.82_r17,1060.6_r5,784.027_r19
BG1907.09_r1	6	86822801	86824250	+	3.97	0.000	1907.09_r1,1290.38_r5,1866.67_r11,702.831_r1
BG1907.09_r2	9	117926901	117927450	+	7.02	0.000	2091.74,7023.44,1165.22_r4,1907.09_r2,1992.74_r1
BG1377.92_r2	17	87974301	87975100	+	3.51	0.000	648.144_r8,1377.92_r2,2224.66_r3,1053.54_r6
BG1377.92_r3	19	4510051	4510800	+	4.25	0.000	5114.15,2435.45,2695.09_r1,1377.92_r3,1434.13_r1
BG1377.92_r4	3	105894701	105895550	+	2.40	0.000	3358.29_r3,1453.53_r1,686.024_r10,1377.92_r4
BG1377.92_r5	4	108327601	108328750	+	2.96	0.000	2770.17_r2,1233.21_r8,1377.92_r5,2366.71
BG1377.92_r6	8	77451401	77452350	+	3.33	0.000	3400.91_r3,1237.37_r4,1020.87_r14,1377.92_r6
BG2760.43_r1	3	75556751	75558050	+	7.02	0.000	2760.43_r1
BG841.196_r2	13	49242501	49243100	+	3.10	0.000	1423.95_r2,841.196_r2
BG841.196_r3	17	87446551	87447550	+	1.63	0.000	841.196_r3,1951.9_r3,1098.48_r3
BG841.196_r6	5	124954601	124955250	+	2.12	0.000	1500.15_r16,841.196_r6
BG883.832	10	68035901	68036950	+	1.37	0.000	887.222,883.832,952.523_r2,1535.39
BG883.833	11	116617251	116618200	+	1.96	0.000	1698.93,2182.04_r1,883.833,665.842_r2
BG3208.98	10	86778451	86779050	+	10.4	0.000	3466.59,3871.13,8668.49,3208.98,1693.49
BG989.514_r3	11	121236751	121237300	+	3.51	0.000	1870.23_r1,3537.29,989.514_r3
BG989.514_r8	3	20034701	20036100	+	1.66	0.000	978.161,1109.7_r8,1372.05_r5,989.514_r8,3025.87_r1,1251.05
BG1892.24_r10	7	16206901	16207700	+	3.92	0.000	981.606_r2,1892.24_r10,1266.83_r6
BG1892.24_r13	9	57972001	57972800	+	5.46	0.000	1892.24_r13
BG4687.97_r1	8	85298951	85300550	+	7.33	0.000	877.335_r2,4687.97_r1,1004.53_r13,1054.25_r22,1394.49_r9
BG906.285_r2	3	19258301	19259100	+	2.22	0.000	1535.39_r1,1866.67_r8,906.285_r2
BG808.527_r11	7	80449651	80450400	+	1.63	0.000	1396.42_r4,2190.56_r10,808.527_r11
BG3639.57	10	40348201	40349400	+	8.01	0.000	3639.57,1011.5_r3,684.337_r1
BG2147.94_r2	16	32207301	32207900	+	7.33	0.000	2147.94_r2
BG2147.94_r5	9	21591951	21593200	+	5.97	0.000	2147.94_r5
BG2074.4_r1	14	10452851	10454000	+	5.39	0.000	4653.87,2062.28_r1,2074.4_r1,767.567_r2
BG2074.4_r2	18	36559901	36560600	+	4.90	0.000	981.605_r2,1188.26_r4,860.045_r8,1205.28_r3,2804.26_r3,2074.4_r2
BG2074.4_r3	6	124828651	124830150	+	2.29	0.000	2074.4_r3,3426.48_r2,2469.16,1689.1_r4,1510.42
BG2074.4_r4	8	13213101	13214250	+	3.10	0.000	2074.4_r4,2278.32,4508.98_r1
BG971.867_r3	15	78591401	78592250	+	2.12	0.000	1132.62_r1,1001.68_r3,971.867_r3
BG971.867_r8	7	28392651	28393200	+	3.59	0.000	5719.32,1581.08_r2,971.867_r8
BG1029.04_r3	6	136518401	136519100	+	2.94	0.000	981.606_r1,1029.04_r3,1964.07,1662.98_r2
BG812.931	5	22548651	22551200	+	0.529	0.000	812.931
BG1190.02_r2	11	96441501	96442300	+	2.44	0.000	4329.98,2160.48_r1,1035.75_r3,1298.54_r1,1190.02_r2
BG1190.02_r6	15	76195401	76196350	+	1.83	0.000	4031.65_r1,1190.02_r6,1976.4_r1,1099.88
BG1190.02_r7	15	103239501	103240350	+	3.05	0.000	8319.02,5218.68,2759.52,962.728_r1,1190.02_r7
BG1190.02_r8	2	166665301	166666100	+	2.75	0.000	1190.02_r8
BG1325.75_r3	3	52498701	52500000	+	2.55	0.000	1442.66_r5
BG1325.75_r4	5	3300851	3301650	+	3.73	0.000	1004.53_r8,1325.75_r4,2872.45_r4,693.586_r3
BG1325.75_r5	6	71979751	71980950	+	3.34	0.000	1325.75_r5,898.365
BG4577.16	5	124074801	124076600	+	11.6	0.000	1355.21_r5,628.855_r22
BG865.696	10	80763051	80764300	+	2.29	0.000	865.696,1824.05_r3
BG1600.72	10	66864351	66865050	+	3.93	0.000	1403.62,914.697_r1,2744.6,1600.72
BG865.805	9	33060601	33061550	+	2.64	0.000	2247.21,1826.59_r2,9819.18,3715.96,1075.99_r6,865.805,3554.81
BG5787.52_r1	2	13573251	13575800	+	5.11	0.000	1826.59_r1,684.337_r14,955.532_r2,1184.21_r8
BG1870.23_r1	11	121236651	121237300	+	5.72	0.000	1870.23_r1,3537.29,989.514_r3
BG1870.23_r2	16	36684101	36684800	+	5.72	0.000	3460.57,1870.23_r2
BG1026.51_r2	14	121894701	121895950	+	1.11	0.000	939.199_r3
BG1026.51_r3	17	5801701	5803100	+	1.85	0.000	1026.51_r3,2744.09,932.935_r2
BG1026.51_r4	17	56997101	56997900	+	2.40	0.000	1355.21_r3,1706.89_r3,1026.51_r4,4560.12_r1
BG1026.51_r6	4	145240701	145241250	+	2.96	0.000	2923.59_r5,1026.51_r6,1363.88_r9,1080.24_r4
BG1026.51_r7	5	129941251	129942050	+	2.40	0.000	1012.7_r12,1026.51_r7,1568.34_r21
BG1026.51_r8	8	25948651	25949400	+	2.40	0.000	1225.04_r13,1026.51_r8,1610.96_r23
BG1026.51_r9	9	41968351	41969300	+	2.77	0.000	1078.04_r13
BG1283.64_r1	15	102149801	102151450	+	1.89	0.000	1314.88_r3,1283.64_r1,3452.05,1374.85_r1
BG1283.64_r3	4	120974701	120975950	+	2.64	0.000	971.866_r8,1283.64_r3,2795.74_r1,1315.93_r3,1054.25_r15
BG1283.64_r4	9	57075901	57077050	+	1.70	0.000	11447.2,4254.98,2922.3,2386.35_r1,1283.64_r4,2791.98_r1,894.882
BG932.933	19	46619601	46620700	+	1.96	0.000	932.933,1100.49_r8,2812.78_r1
BG932.935	11	61647251	61648050	+	2.55	0.000	897.035,1037.46_r1,932.935
BG1519.05	1	40393451	40394350	+	3.43	0.000	4338.51,1757.85,1192.97_r1
BG3392.39_r1	14	14067301	14068900	+	5.63	0.000	1983.71,637.022_r13
BG3392.39_r2	15	78510051	78511250	+	6.99	0.000	1804.9_r2,3392.39_r2,638.098_r10
BG3392.39_r3	7	101465801	101467100	+	8.35	0.000	3392.39_r3,1054.25_r21
BG3392.39_r4	9	7836551	7837950	+	6.48	0.000	3392.39_r4,942.755_r2
BG842.242_r1	5	21254851	21256300	+	1.23	0.000	842.242_r1,1495.16_r3,2505.93_r3,1266.83_r5,693.584_r3
BG2701.98	11	32541551	32543300	+	4.94	0.000	1739.27_r1,2701.98
BG1618.36	1	132010501	132011400	+	3.51	0.000	1618.36,1568.05,2522.98,1394.49_r1,1067.97_r1
BG1787.31	8	36181951	36183000	+	4.52	0.000	1647.72_r5,793.102_r1,5097.11,1787.31,1421.05_r6,850.797_r11
BG647.345_r5	13	95892151	95892650	+	2.22	0.000	2347.07_r1,647.345_r5,1061.7_r3
BG653.355	1	144355651	144356150	+	2.45	0.000	915.535,653.355,1306.11,739.824_r1,1495.16,2829.83
BG1886.55	5	123132351	123133050	+	6.10	0.000	1067.97_r8,3366.82_r2,1886.55
BG1886.56	10	86705451	86707500	+	2.45	0.000	1434.13,1886.56,962.396_r1
BG859.787_r1	9	61669701	61670350	+	2.63	0.000	1257.71_r8,971.018_r5,667.785_r11,859.787_r1
BG1804.89_r2	2	164804551	164805400	+	6.70	0.000	1876.58,1804.89_r2,656.594_r11,765.989_r1,3256.01_r2
BG4065.75	2	164083801	164084700	+	9.55	0.000	850.798_r6,1590.9_r1,1418.87_r5,4065.75,1960.07_r1
BG3128.15_r1	7	72313851	72315000	+	10.7	0.000	942.755_r1,1327.33_r4,922.865_r15
BG8387.21	7	25754751	25756400	+	18.1	0.000	3258.61,1640_r2,1655.36,2563.13_r1,8387.21
BG1453.72_r2	2	102948001	102948950	+	4.08	0.000	1113.74_r1,1235.79_r6,5514.76,1806.95_r1,1453.72_r2,2746.6
BG1453.72_r3	4	118134101	118135650	+	2.12	0.000	1453.72_r3,823.053_r5,1433.77_r5,4602.73
BG1453.72_r5	7	75655701	75657250	+	3.10	0.000	4082.8,1453.72_r5,1128.23_r13
BG1585.39_r17	8	34215451	34217050	+	3.07	0.000	1585.39_r17,1139.16_r10,1396.42_r5,1113.74_r16
BG2224.65	5	64958651	64959850	+	5.11	0.000	2224.65,1020.87_r9
BG2556.25	15	76659051	76660300	+	6.53	0.000	2589.38,1394.49_r3,4150.99,972.169
BG2719.02	10	67610301	67611750	+	4.43	0.000	1198.69
BG726.706_r1	10	82899851	82900450	+	1.96	0.000	1807,2151.2_r1,726.706_r1
BG2454.79_r2	4	35225301	35226650	+	4.09	0.000	2454.79_r2,906.531_r11
BG2160.48	10	93171051	93171750	+	7.66	0.000	2160.48,1322.43,2074.91,938.748_r1,5864.23,1845.73_r1
BG2292.84_r2	11	109859601	109860900	+	5.63	0.000	2292.84_r2,1078.04_r3,1418.87_r1,1728.38
BG2292.84_r4	16	91532901	91534000	+	4.26	0.000	1388.36_r1,2292.84_r4,908.385,686.023_r3
BG914.698	1	54913451	54914000	+	3.59	0.000	1522.16_r1,712.08_r1,914.698
BG1176.04	10	60002351	60003500	+	2.45	0.000	1176.04
BG4202.13_r1	9	122232701	122234800	+	6.99	0.000	2139.74_r2,1100.49_r11
BG2591.17	12	85824501	85826200	+	6.31	0.000	887.788_r2
BG773.276	2	155517651	155518650	+	1.85	0.000	1541.8_r3,3375.34_r2,980.265,1739.56_r2,773.276
BG2548.55_r2	14	25516651	25517550	+	8.18	0.000	1075.99_r1,2548.55_r2,1151.54_r2,1512.34_r3,2364.79,739.824_r8
BG2548.55_r5	X	74269851	74270800	+	7.67	0.000	1519.05_r5,2548.55_r5,1026.51_r10
BG1128.23_r2	14	77870751	77871800	+	2.03	0.000	3145.2_r5,1241.38_r4,628.503_r2
BG1128.23_r3	15	85981951	85983250	+	2.03	0.000	1227.55_r3,1519.05_r2
BG1128.23_r4	17	31325751	31326700	+	2.40	0.000	2037.14_r4,628.503_r3,726.859_r2
BG1128.23_r7	2	114144901	114145450	+	4.25	0.000	4377.48,9631.65,2631.86,2776.72_r1,1361.49,1114.22,1128.23_r7,1991.53
BG1128.23_r8	4	8810751	8811200	+	3.88	0.000	1892.24_r8,922.865_r10,1128.23_r8
BG5804.56_r1	7	81178751	81180550	+	8.69	0.000	5804.56_r1,1340.27_r3,2025.4_r2,1495.16_r6,775.808_r3
BG2017.24_r1	4	134733901	134735100	+	4.41	0.000	2872.45_r3,2017.24_r1,667.785_r7
BG786.062_r12	2	180273351	180274050	+	2.77	0.000	786.062_r12,947.366_r6,932.934_r5
BG3622.52	5	21370151	21371250	+	9.55	0.000	3622.52,638.098_r19,1094.37_r12
BG2376.53	19	18618451	18619900	+	3.54	0.000	3844.14_r1,1029.03_r8
BG2376.58	2	30625051	30626800	+	3.76	0.000	3341.25,2376.58,1914.29,1905.15,1098.48_r4
BG2376.68	12	105032301	105032950	+	7.77	0.000	1461.88,3920.85,2376.68
BG2776.72_r1	2	114144801	114145700	+	6.41	0.000	4377.48,9631.65,2631.86,2776.72_r1,1361.49,1114.22,1128.23_r7,1991.53
BG2776.72_r2	7	82866001	82867100	+	7.63	0.000	1655.36_r1,2776.72_r2,1139.16_r9,1321.39_r2
BG726.858_r1	1	62875651	62876200	+	1.96	0.000	981.605,2540.03,1220.71,726.858_r1
BG726.858_r2	1	75142101	75143300	+	1.80	0.000	2105.33,1800.29
BG1821.82_r1	3	106721451	106722600	+	4.25	0.000	1098.48_r6,1821.82_r1,3554.34_r1,947.365_r6
BG1174.47_r2	13	81711051	81711700	+	2.96	0.000	1388.36,2642.31,1174.47_r2
BG1174.47_r4	4	135169051	135169700	+	3.70	0.000	947.365_r7,1251.05_r1,2727.55_r2,1174.47_r4
BG1174.47_r6	7	127208451	127209550	+	3.14	0.000	3168.77,7517.8,1174.47_r6,1983.37_r1
BG893.652	11	117848301	117849400	+	1.37	0.000	893.652
BG4329.98_r1	2	3332651	3333300	+	16.7	0.000	1151.54_r6,1192.97_r6,1617.21_r2,4329.98_r1
BG989.515_r1	3	108795801	108796300	+	3.70	0.000	1217.57_r8,1633.39_r1,3264.94,1060.6_r3,5906.84,989.515_r1
BG1968.95_r5	2	128152401	128153700	+	4.43	0.000	1968.95_r5,1519.05_r3
BG628.502_r1	3	108717801	108718400	+	2.16	0.000	1486.38_r2,2966.21_r2,628.502_r1,693.585_r11
BG637.022_r13	14	14067801	14068850	+	1.47	0.000	1983.71,637.022_r13
BG637.022_r15	14	56296701	56297350	+	1.63	0.000	980.266_r2,637.022_r15
BG637.022_r16	15	3995301	3996050	+	1.63	0.000	1704.72_r8
BG637.022_r20	2	30981651	30982350	+	1.96	0.000	1463.24,1340.93_r3,3085.53
BG637.022_r30	8	64947101	64947700	+	1.63	0.000	2140.84_r1,637.022_r30
BG4560.12	11	74959101	74960600	+	9.03	0.000	845.977,1586.7,973.842,1159.71
BG1063.5_r11	9	44986151	44986700	+	3.70	0.000	3349.77_r2,779.885_r1,2081.92_r5,1437.38_r6,1063.5_r11
BG1063.5_r12	9	106891551	106892500	+	2.77	0.000	1724.01_r5,2817.59,1063.5_r12,5045.96,2445.27_r1
BG3477.62	10	80701601	80702800	+	5.11	0.000	1777.49_r1,3477.62,1757.08,2131.57_r1
BG735.025_r12	4	137367651	137368850	+	1.63	0.000	1017.82_r1,4006.09,924.975_r1,775.808_r2
BG735.025_r17	7	44996401	44997950	+	1.31	0.000	1057.11_r1,5037.43,813.806_r16,913.295_r5
BG735.025_r18	7	79272601	79273250	+	2.78	0.000	1294.69_r7,3017.35,735.025_r18
BG735.025_r21	8	106054201	106055100	+	1.47	0.000	1730.29_r20,1227.55_r9,656.594_r19
BG4892.54	11	115198601	115199800	+	12.4	0.000	1357.85_r1,4892.54,1633.39,854.371,1155.97_r1
BG991.856_r1	18	82534701	82535550	+	2.75	0.000	991.856_r1
BG1403.62	10	66863851	66864850	+	3.97	0.000	1403.62,914.697_r1,2744.6,1600.72
BG1502.72	14	103469001	103469900	+	3.59	0.000	1502.72,4031.66,952.522
BG1086.2_r3	11	101552101	101553200	+	2.45	0.000	1775.58,4040.18,1086.2_r3
BG1086.2_r6	13	46735401	46736950	+	2.12	0.000	1192.97_r4,1736.69,1086.2_r6,3716.28_r1,1144.25_r3
BG1086.2_r9	17	24850051	24850900	+	3.59	0.000	1100.49_r5,854.371_r1,2309.89_r6,1086.2_r9
BG1601.95	5	149636101	149637900	+	3.36	0.000	1755.86_r11,1257.71_r7
BG1127.04_r1	13	58401551	58402500	+	1.96	0.000	4023.13,1127.04_r1,2181.71
BG1127.04_r2	13	91370201	91371200	+	1.80	0.000	2403.65_r4
BG1127.04_r4	3	103020601	103021700	+	2.61	0.000	1797.13_r2,1075.99_r3,3290.1_r1,1127.04_r4,1098.48_r5
BG1127.04_r5	3	115815301	115816400	+	2.78	0.000	2105.33_r5,1127.04_r5
BG1127.04_r7	5	137600101	137601400	+	1.80	0.000	1127.04_r7,4278.84_r1,1403.62_r4,934.027_r4
BG1479.65_r1	15	102624801	102625950	+	3.33	0.000	1479.65_r1
BG1479.65_r4	8	75033601	75034250	+	4.07	0.000	1037.45_r1,1479.65_r4,4116.89_r2
BG5923.88	17	84956951	84958100	+	13.0	0.000	3454.62_r1,5923.88,943.853,1443.59_r3,1235.79_r5
BG5923.89	3	95015451	95016850	+	14.0	0.000	925.286,1461.15_r4,3446.95,5923.89,2531.75_r2
BG1008.01_r10	19	53943801	53944750	+	2.03	0.000	4347.03,1008.01_r10,854.372_r1
BG1008.01_r19	8	124317351	124318300	+	2.03	0.000	1298.54_r9,1008.01_r19,1905.15_r2
BG1008.01_r20	9	21287651	21288250	+	3.33	0.000	4347.03_r4,1144.25_r8,1008.01_r20,2258.69
BG2504.19	6	50416501	50417550	+	4.12	0.000	1009.92_r5,9248.09,3299.44,2504.19,1701.59
BG815.09	15	89309501	89310400	+	1.57	0.000	2889.5
BG1935.57_r1	12	73604351	73605350	+	3.92	0.000	2463.45,2265.71,6725.11,1935.57_r1
BG1935.57_r2	18	65381651	65382300	+	4.57	0.000	3818.56_r1,1239.21_r1,1394.49_r6,1935.57_r2
BG1865.87_r1	5	36839451	36841150	+	3.14	0.000	2684.93_r7,1729.34
BG1357.85	1	181860401	181861250	+	3.66	0.000	3281.58,1357.85
BG1094.37_r10	4	117125751	117126350	+	3.10	0.000	1531.98_r1,1610.96_r13,1094.37_r10,693.585_r12
BG1094.37_r11	4	126753201	126754400	+	1.80	0.000	3042.92_r1
BG1094.37_r12	5	21370351	21371200	+	3.43	0.000	3622.52,638.098_r19,1094.37_r12
BG942.753	9	15018151	15019100	+	1.37	0.000	1159.51_r4,1608.89_r3,906.284_r15,4031.66_r2,942.753
BG5114.15	19	4509851	4511000	+	14.3	0.000	5114.15,2435.45,2695.09_r1,1377.92_r3,1434.13_r1
BG3944.64_r1	9	57339651	57340700	+	10.3	0.000	2463.45_r1,14319.6,1800.29_r2,1826.59_r3,1061.58_r2,2459.91,3944.64_r1,1024.42_r1
BG610.355	1	51572501	51573100	+	1.85	0.000	610.355
BG5446.57	2	165654851	165655250	+	19.9	0.000	619.602_r8,5446.57
BG1619.48	1	133130451	133131650	+	3.07	0.000	1619.48
BG1788.56	2	136890651	136891650	+	3.43	0.000	1109.74_r6,1788.56,1327.33_r3
BG647.346_r7	12	101027051	101028050	+	2.03	0.000	3008.82
BG647.346_r8	16	43698751	43699550	+	1.85	0.000	793.102,2833.93,2405.99,972.166_r1,647.346_r8,1632.47_r4,5020.39
BG2949.16_r1	X	73914851	73915450	+	10.2	0.000	1516.64_r2,996.367_r6,2949.16_r1
BG2126.99	4	32249851	32251300	+	5.18	0.000	2989.1,2126.99,1009.92_r3,2602.4,1220.54_r3
BG1491.29	1	171628901	171630100	+	2.45	0.000	2163.98,2392.92_r1,7909.89,3112.37,1491.29,951.724
BG7517.8	7	127208401	127209700	+	14.7	0.000	3168.77,7517.8,1174.47_r6,1983.37_r1
BG4398.17	17	25247651	25248850	+	10.4	0.000	1342.59_r1,4398.17,2539.92_r2,2405.99_r1,1590.62
BG1868.05_r1	4	118179401	118180100	+	4.99	0.000	945.114,1868.05_r1,2450.08,6725.11_r1,1266.83_r4,1601.96_r1
BG1868.05_r2	5	37066101	37067350	+	5.73	0.000	3852.66_r1,972.167_r2,2000.9,2680.96,1647.72_r4
BG1951.9_r12	5	135962301	135962900	+	6.04	0.000	1507.39_r3,4517.5_r1,1951.9_r12,1168.62_r7
BG1951.9_r13	9	60998051	60999450	+	2.78	0.000	5293.15,1951.9_r13,1708.74_r1
BG2557.07	5	140872301	140873050	+	8.35	0.000	1368.67_r1,2557.07
BG2557.08	10	75326051	75327200	+	4.26	0.000	2557.08
BG1590.62	17	25247901	25248750	+	4.81	0.000	1342.59_r1,4398.17,2539.92_r2,2405.99_r1,1590.62
BG726.707_r6	6	50596601	50597300	+	2.55	0.000	1323.04_r1
BG4372.6	2	84714551	84715750	+	9.55	0.000	2580.76,758.32_r6
